page,date,title,body,source
2,2022-05-25,EUR/USD: Rally unlikely to extend towards the 1.08-1.09 area – ING,"EUR/USD broke the 1.07 mark on Tuesday. However, a move to 1.08-1.09 in is not the base case of economists at ING.“Now, it appears most of the positives are in the price, especially considering that markets are already pricing in 100 bps of ECB tightening by year-end, and we think a consolidation looks more likely than an extension of the rally to the 1.08-1.09 region.”“The eurozone calendar doesn’t include market-moving data releases today, but there is a long line of scheduled ECB speakers to keep an eye on: Christine Lagarde and Klaas Knot in Davos, Robert Holtzmann, Pablo Hernández de Cos and Philip Lane elsewhere.” ",fxstreet
2,2022-05-25,Silver Price Analysis: XAG/USD sees a minor countermove after marking a change of trend lower – Credit Suisse,"Silver has completed a large and significant top. However, the precious metal is now seeing a minor short-term countermove, economists at Credit Suisse report.“Silver is seeing a minor countermove after having removed long-term price support at $21.68/42 previously, which we believe completed a large and significant top to mark an important change of trend lower.”“Support is seen at $19.65 initially, then $18.95/40, which we look to hold at first for a consolidation phase.” “Only above the 200-day average, currently at $23.56, would stabilize the precious metal more meaningfully, which is not our base case.” ",fxstreet
2,2022-05-25,"NZD/USD: RBNZ will deliver two more half-point hikes, fueling a return to 0.70 – ING","The Reserve Bank of New Zealand (RBNZ) hiked rates by another 50bp to 2.0% today but delivered a substantial hawkish surprise with its updated rate projections. However, that is a story for the long run, and economists at ING expect NZD/USD to climb towards 0.70 by end-2022“The RBNZ signalled a terminal rate around 4.0% in 2023, following a 50bp hike today.”“The Bank now forecasts the policy rate at 3.25-3.50% by year-end and around 200bp of total tightening by the end of 2023 – therefore signalling a terminal rate around 4.0%. We suspect the rate projections may be too hawkish, but this is a story for the long run: for now, 50bp hikes should keep the NZD on track for a return to 0.70 by year-end.”“The short-term outlook for NZD (and its ability to consolidate above 0.65) remains strictly tied to swings in global risk sentiment and the Chinese economic outlook, which remains a major source of uncertainty.”",fxstreet
2,2022-05-25,"Forex Today: Dollar stays resilient ahead of key US data, FOMC Minutes","Here is what you need to know on Wednesday, May 25:Pressured by the falling US Treasury bond yields, the greenback continued to weaken against its rivals on Tuesday. The risk-averse market environment, however, helped the US Dollar Index limit its losses. The dollar stays resilient against its major rivals early Wednesday ahead of April Durable Goods Orders data from the US. Later in the day, the FOMC will release the minutes of its May policy meeting. The European Central Bank (ECB) will publish the EU Financial Stability Review as well. FOMC May Minutes Preview: Will the Fed have to sell MBS?Escalating geopolitical tensions between China and the US cause investors to stay away from risk-sensitive assets. Chinese state media said on Wednesday that it recently conducted a military exercise around Taiwan as a serious warning to interactions between the US and Taiwan. Meanwhile, Bloomberg reported on Wednesday that the port city of Tianjin, located near Beijing, locked down a district at the center amid a spike in the number of confirmed coronavirus infections.US stock index futures trade flat in the early European session and the benchmark 10-year US Treasury bond yield is unchanged on a daily basis at around 2.75%.During the Asian trading hours, the Reserve Bank of New Zealand (RBNZ) hiked its policy rate by 50 basis points to 2% as expected. Commenting on the policy outlook, RBNZ Governor Adrian Orr said that they were confident households can withstand higher rates and added that they might need to lift the policy rate above the neutral rate, which is estimated to be around 2%-3%. NZD/USD gained traction on the RBNZ's hawkish tone and climbed above 0.6500 for the first time in three weeks.EUR/USD touched a fresh monthly high of 1.0750 on Tuesday after ECB President Christine Lagarde said that rates could move into positive territory by the end of the third quarter. The pair stays on the back foot early Wednesday and trades below 1.0700. ECB President Lagarde will be delivering a speech at the World Economic Forum.GBP/USD snapped a three-day winning streak on Tuesday. The disappointing PMI data from the UK revived fears over a recession in the UK and made it difficult for the British pound to find demand. The pair stays relatively quiet near mid-1.2500s in the European morning.Gold took advantage of falling US T-bond yields and posted daily gains for the fifth straight trading day before going into a consolidation phase near $1,860. Bitcoin continues to move up and down in a horizontal channel near $30,000. Ethereum struggles to find direction and extends its sideways grind slightly below $2,000.",fxstreet
2,2022-05-25,AUD/USD Price Analysis: Bulls have the upper hand above 100-hour SMA/ascending channel confluence,"The AUD/USD pair edged higher on Wednesday and might now be looking to build on the overnight rebound from the vicinity of the mid-0.7000s support zone.The Australian dollar drew support from the Reserve Bank of Australia's hawkish signal that a bigger interest rate hike is still possible in June amid the upside risks to inflation. Adding to this, a modest bounce in the global risk sentiment further benefitted the risk sensitive aussie, though the emergence of some US dollar buying capped gains ahead of the FOMC minutes.From a technical perspective, the recent strong recovery from the YTD low has been along an upward sloping channel, which points to a well-established short-term bullish trend. The lower boundary of the said trend channel coincides with the 100-hour SMA and should act as a pivotal point. This is closely followed by the 23.6% Fibonacci retracement of the 0.6829-0.7128 rally.A convincing break below the latter will be seen as a fresh trigger for bearish traders and prompt aggressive technical selling. The AUD/USD pair might then accelerate the downfall towards the 38.2% Fibo. level, around the 0.7015 region. The bearish trend could further get extended towards the 0.7000 psychological mark en-route the 50% Fibo. level near the 0.6980 area.On the flip side, momentum beyond the weekly high, around the 0.7125 region, has the potential to lift spot prices to the ascending channel resistance, around the 0.7175-0.7180 zone. Some follow-through buying would mark a fresh bullish breakout and pave the way for a move beyond the 0.7200 round figure, towards testing the 200-day SMA, currently around the 0.7260-0.7265 area.  ",fxstreet
2,2022-05-25,USD/CNH: A drop to 6.6300 should not be ruled out – UOB,"USD/CNH remains under pressure and cold extend the decline to 6.6300 in the next weeks, commented FX Strategists at UOB Group Lee Sue Ann and Quek Ser Leang.24-hour view: “Yesterday, we expected USD to ‘trade sideways within a range of 6.6550/6.6950’. Our view for sideway-trading was not wrong even though USD traded within a narrower range than expected (6.6563/6.6910). Further sideway-trading appears likely but in view of the slightly softened underlying tone, USD is likely to trade within a lower range 6.6480/6.6880.”Next 1-3 weeks: “There is not much to add to our update from yesterday (24 May, spot at 6.6685). As highlighted, further USD weakness is not ruled out but deeply oversold shorter-term conditions could lead to a few days of consolidation first. All in, as long as 6.7100 (strong resistance level was at 6.7300 yesterday) is not breached, there is room for USD to weaken further to the next support at 6.6300.”",fxstreet
2,2022-05-25,US Dollar Index breathes some air and approaches 102.00 ahead of FOMC,"The greenback, in terms of the US Dollar Index (DXY), regains some composure and looks to retake the 102.00 region on Wednesday.The index posts decent gains early in the European morning following two consecutive daily retracements, although it keeps the bearish note unchanged after being rejected from 19-year tops around 105.00 earlier in the month.In the meantime, US yields extend the side-lined theme, although with a small and quite relentless decline from tops witnessed earlier in the month.The sharp sell-off in the US dollar seen in the last couple of weeks came on the back of the strong re-emergence of the appetite for the riskier assets, despite persistent hawkish messages from Fed’s rate-setters, almost all of them pointing to a 50 bps hike of the fed Funds Target Range in the next two FOMC events.Later in the NA session, MBA Mortgage Applications are due in the first turn seconded by April’s Durable Goods Orders, all ahead of the key publication of the FOMC Minutes of the May gathering.The dollar manages to regain the smile and bounce off 4-week lows in the sub-102.00 region so far this week.In the meantime, and supporting the buck, appears investors’ expectations of a tighter rate path by the Federal Reserve and its correlation to yields, the current elevated inflation narrative and the solid health of the labour market.On the negatives for the greenback turn up the incipient speculation of a “hard landing” of the US economy as a result of the Fed’s more aggressive normalization.Key events in the US this week: MBA Mortgage Applications, Durable Goods Orders, FOMC Minutes (Wednesday) – Flash Q1 GDP, Initial Claims, Pending Home Sales (Thursday) – Core PCE, Personal Income/Spending, Final Consumer Sentiment (Friday).Eminent issues on the back boiler: Speculation of a “hard landing” of the US economy. Escalating geopolitical effervescence vs. Russia and China. Fed’s more aggressive rate path this year and 2023. US-China trade conflict. Future of Biden’s Build Back Better plan.Now, the index is gaining 0.30% at 102.07 and a break above 105.00 (2022 high May 13) would open the door to 105.63 (high December 11 2002) and finally 106.00 (round level). On the other hand, the next contention emerges at 101.64 (monthly low May 24) followed by 100.96 (55-day SMA) and then 99.81 (weekly low April 21).",fxstreet
2,2022-05-25,ECB’s Panetta: We should normalise our monetary policy gradually,"Commenting on the monetary policy, European Central Bank (ECB) executive board member Fabio Panetta said Wednesday, “we should normalize our monetary policy gradually.”The inflation path is starting from a much higher point but the medium-term inflation outlook is characterized by high uncertainty.We should normalize our monetary policy and choose a mix of instruments that is.Addressing fragmentation risks is central to the normal conduct of monetary policy in the euro area.Normal does not mean neutral.We should avoid the risk of a “normalization tantrum”.Natural rate of interest has declined significantly.Normal does not mean conventional.EUR/USD was last seen trading at 1.06484, down 0.43% on the day, as the US dollar bounces ahead of the Fed Minutes.",fxstreet
2,2022-05-25,Gold Price Forecast: XAUUSD retreats from two-week high amid modest USD strength,"Gold witnessed some selling on Wednesday and snapped a five-day winning streak to over a two-week high, around the $1,870 area set the previous day. The XAUUSD extended its steady intraday descent through the early European session and touched a fresh daily low, near the $1,856 region in the last hour. The US dollar made a solid comeback and reversed a major part of the overnight losses to a one-month low. This, in turn, was seen as a key factor that undermined the dollar-denominated commodity. Apart from this, a goodish recovery in the US equity futures exerted additional downward pressure on the safe-haven precious metal.The downside, however, seems limited, at least for the time being, amid the worsening global economic outlook. Investors remain worried that a more aggressive move by major central banks to constrain inflation could pose challenges to global economic growth. Adding to this, the Russia-Ukraine war and the latest COVID-19 outbreak in China have been fueling recession fears. This, along with the idea that the Fed could pause the rate hike cycle later this year and a softer tone surrounding the US Treasury bond yields, could act as a tailwind for the non-yielding gold. Hence, the focus remains on the FOMC meeting minutes.Given that a 50 bps Fed rate hike move at the next two meetings is fully priced in, market participants will look for clues about the possibility of a jumbo hike in June. This will play a key role in influencing the near-term USD price dynamics and provide a fresh directional impetus to gold. Heading into the key event risk, the US Durable Goods Orders data could drive the greenback later during the early North American session. Apart from this, the US bond yields and the broader risk sentiment could produce short-term trading opportunities.  ",fxstreet
2,2022-05-25,"USD/CNY: Weakness is seen as corrective, rise towards 6.8475 expected – Credit Suisse","USD/CNY is correcting lower from just ahead of 6.8475/94. However, economists at Credit Suisse expect the pair to resume its uptrend in due course.“USD/CNY points toward a temporary correction and we thus expect that further downside is likely to take place in the near-term. However, with key moving averages still rising, we expect support at 6.5791/5440 to hold to keep the risks higher in the medium term and still anticipate a move to 6.8475 in due course.”“A fall below the 50% retracement of the March/May surge at 6.5794/6.5440 would seriously question our medium-term bullish outlook and open the door to the late April low and the 61.8% retracement at 6.5117/6.4967.” ",fxstreet
2,2022-05-25,GBP/USD: Solid ceiling to be found at the 55-DMA at 1.2830 for a move back lower – Credit Suisse,"GBP/USD has seen a sharp recovery. However, the pair is likely to remain capped below its 55-day moving average (DMA) at 1.2830 for a move back lower, economists at Credit Suisse report.“Although we see scope for the consolidation to extend further and potentially reach the 55-DMA at 1.2830, we expect a more solid ceiling to be found here for a move back lower and an eventual resumption of the core downtrend.” “Support is seen at the recent low at 1.2154, with a break below here triggering an eventual move to the 78.6% retracement of the 2020/21 uptrend and May 2020 low at 1.2073/13.” ",fxstreet
2,2022-05-25,NZD/USD Price Analysis: 200-EMA probes RBNZ-inspired gains below 0.6500,"NZD/USD bulls take a breather around the three-week top, paring post-RBNZ gains near the 0.6500 threshold during early Wednesday in Europe.The Kiwi pair jumped towards the monthly high after the Reserve Bank of New Zealand (RBNZ) unveiled a 0.50% rate hike, matching market forecasts.Read: RBNZ’s Orr: Confident households can withstand higher ratesHowever, the 200-EMA around 0.0.6505 seems to restrict the quote’s latest upside amid the overbought RSI conditions.Also acting as an upside filter is the stated channel’s upper line, surrounding 0.6545, as well as the monthly high of 0.6568.Alternatively, pullback moves may aim for the mid-0.6400s ahead of confronting the 0.6410-15 support confluence including the aforementioned channel’s lower line, 100-EMA and 23.6% Fibonacci retracement of the April-May downside.If at all NZD/USD drops below 0.6440, the odds of its south-run towards the monthly low near 0.6215 can’t be ruled out.To sum up, NZD/USD prices remain in the recovery mode but the recent run-up needs consolidation.Trend: Pullback expected  ",fxstreet
2,2022-05-25,USD/JPY risks a drop to 125.60 near term – UOB,"According to FX Strategists at UOB Group Lee Sue Ann and Quek Ser Leang, further downside in USD/JPY could reach the 125.60 region in the next weeks.24-hour view: “The sharp drop in USD to 126.35 and the subsequent bounce from the low came as a surprise (we were expecting sideway-trading). The rapid drop appears to be overdone and USD is unlikely to weaken further. For today, we expect USD to consolidate and trade between 126.40 and 127.40.”Next 1-3 weeks: “Our latest narrative was from Monday (23 May, spot at 127.90) where there is room for USD to retest the 127.00 level. We added, ‘a breach of this level is not ruled out but at this stage but any further decline is expected to face solid support at 126.50’. USD cracked 127.00 yesterday and plummeted to 126.35 before rebounding. While oversold, the decline has room to extend to 126.00, possibly 125.60. Overall, only a break of 127.90 (‘strong resistance’ level was at 128.55 yesterday) would indicate that weakness in USD that started about two weeks ago has run its course.”",fxstreet
2,2022-05-25,EUR/CHF to trade close to the 1.02/1.03 area in the months ahead – Rabobank,"The better tone in the euro has allowed EUR/CHF to move higher in recent sessions. Economists at Rabobank expect the pair to hover around the 1.02/03 region as the European Central Bank (ECB) will be unable to hike rates amid a European oil embargo on Russia.“Under the cover of ECB rate hikes, the SNB may be able to execute a little bout of policy tightening of its own to pull its key rate back towards zero without creating too many waves for the EUR/CHF exchange rate. That said, while currency strength was a problem for the SNB when inflationary pressure was low, it is unlikely to be viewed in the same way in the current environment.” “We think that there will be an EU oil embargo on Russia. This could make a recession unavoidable for the eurozone and make the window of opportunity for ECB rate hikes very limited. In this scenario, safe-haven demand would likely keep EUR/CHF close to the 1.02/1.03 area in the months ahead.”  ",fxstreet
3,2022-05-25,Natural Gas Futures: Still scope for further gains,"Considering advanced prints from CME Group for natural gas futures markets, open interest reversed four consecutive daily pullbacks and went up by just 703 contracts on Tuesday. On the flip side, volume shrank by nearly 40K contracts, offsetting Monday’s build.Prices of natural gas extended the rebound for yet another session on Tuesday amidst a small uptick in open interest, paving the way for another visit to the 2022 high around the $9.00 mark per MMBtu (May 6).",fxstreet
3,2022-05-25,"EUR/NOK to tick down towards 10.10, Norges Bank to turn more hawkish in June – Credit Suisse","EUR/NOK broke year-to-date highs at 10.38 last week. Economists at Credit Suisse look to sell EUR/NOK rallies to 10.40 targeting 10.10 as they see risks of a hawkish tilt from the Norges Bank in June.“We now expect EUR/NOK to trade in a 9.90-10.60 range, as the external backdrop suggest that high volatility can persist.” “Domestically, recent data more conclusively points to rising risks of a hawkish pivot by Norges Bank on 23 June. For this reason, we are tactically bullish on NOK and we would sell EUR/NOK rallies to 10.40 targeting 10.10.” ",fxstreet
3,2022-05-25,China’s SAFE: Foreign outflows amid a weakening yuan 'under control',"Wang Lei, Deputy Director-General, Capital Account Management Department, China’s State Administration of Foreign Exchange (SAFE) calmed nerves, amidst the recent depreciation of the yuan, at a virtual China capital market conference.“Volatility in China's financial markets and foreign investment into the country was ""a natural response"" in a ""complicated context.”“We see that inflow and outflow are quite natural in securities investment. Everything has been well under control and I see this partial adjustment doesn't change the overall balance of the cross-border capital flow(s) in China.""",fxstreet
3,2022-05-25,EUR/USD: 55-DMA at 1.0786 to prevent further upside – Credit Suisse,"EUR/USD has reversed from a major support level at the 2017 low at 1.0350/41. Economists at Credit Suisse look for a deeper corrective recovery to the 55-day moving average (DMA) at 1.0787. “We look for the 55-DMA at 1.0786 to hold to prevent further upside and thereafter, we look for further ranging. Post this phase, we look for an eventual move back to 1.0341 first, with a break below here paving the way to reach parity later on in the year.”“Above 1.0786, resistance is seen at 1.0841 and then at 1.0904/36, which we look to cap to avoid an even lengthier corrective recovery.” ",fxstreet
3,2022-05-25,"UK: Significant fall in the PMIs reduces BoE rate expectations, weighing on sterling – Commerzbank","The British pound came under downside pressure as a result of the UK PMI publications. The latest data has been interpreted as dampening the prospect for further Bank of England (BoE) monetary tightening, therefore, sterling is set to weaken, economists at Commerzbank report.“The PMIs published yesterday recorded a surprise fall in May, in particular the index for the service sector. The positive economic effect of the corona restrictions coming to an end seems to be easing. Instead, the high cost of living is leading to cautious consumer spending.”“In view of yesterday’s data, it can be assumed that the BoE will continue to sound cautious, which is likely to put pressure on sterling.”If the economy continues to provide negative surprises over the coming months the market might further correct its rate expectations to the downside, putting pressure on sterling.”  ",fxstreet
3,2022-05-25,AUD/USD: A sustained advance is expected above 0.7135 – UOB,"In the opinion of FX Strategists at UOB Group Lee Sue Ann and Quek Ser Leang, extra gains in AUD/USD area likely on a breakout of the 0.7135 level in the near term.24-hour view: “We highlighted yesterday that ‘slowing upward momentum coupled with overbought conditions suggest that AUD is unlikely to advance further’ and we expected AUD to ‘trade between 0.7040 and 0.7115’. AUD subsequently traded sideways but within a narrower range than expected (0.7057/0.7115). The underlying tone has improved slightly and we see chance for AUD to test the major resistance at 0.7135 before the risk of a pullback would increase. The next resistance at 0.7165 is not expected to come into the picture. Support is at 0.7075 followed by 0.7050.”Next 1-3 weeks: “Two days ago (23 May, spot at 0.7070), we highlighted that upward momentum is beginning to build and the risk is tilted to the upside towards 0.7135. We indicated that AUD has to close above 0.7135 before a sustained advance is likely. Since then, AUD has not been able to make much headway on the upside. However, there is no change in our view for now and only a breach of 0.7025 ( ‘strong support’ level was at 0.7000 yesterday) would indicate that the build-up upward pressure has eased.”",fxstreet
3,2022-05-25,"Copper extends losses towards $4.00 on growth fears, news from Peru","Copper futures on COMEX drop half a percent to extend the previous day’s pullback from fortnight top to $4.29. Further, prices of benchmark three-month contract of copper on the London Metal Exchange (LME) also dropped below $9,500 by nearly 1.0% at the latest. In doing so, the red metal takes clues from firmer USD and fears of global growth, as well as chatters surrounding more production, heading into Wednesday’s European session.Covid-led lockdowns in the world’s biggest copper consumer China join fears of economic hardships due to the skyrocketing inflation and the Russia-Ukraine offers a first-hand attack on the commodity prices.Adding to the price-negative catalysts were the latest headlines suggesting a solution to protests at Peru’s Las Bambas copper mine. “The leader of a Peruvian indigenous community, whose protest led MMG's Las Bambas copper mine to suspend operations over a month ago, said on Tuesday that ""progress"" has been made toward a solution to the crisis,” said Reuters.Elsewhere, the US Dollar Index (DXY) rises 0.27% intraday while bouncing off a four-week low to regain the 102.00 threshold. The DXY rebound tracks the US 10-year Treasury yields, bouncing off the monthly low while rising 0.8 basis points (bps) to 2.767%. Underlying the rebound in the yields could be the risk-negative headlines from China and North Korea, as well as the market’s preparations for the US Durable Goods Orders for April, expected 0.6% versus 1.1% prior, as well as the Federal Open Market Committee (FOMC) Minutes.Alternatively, geopolitical fears concerning North Korea and Taiwan seem to defend the buyers but have failed so far.Analysts at Citibank sound too bearish on copper as they said, ""Recent consumption run rates imply copper and aluminum shifted into surplus globally in April."" The analysts also mentioned, ""It will likely take some time for the balances to tighten ... we are most bearish on nickel, then copper, and least bearish on aluminum and zinc,"" per Reuters.",fxstreet
3,2022-05-25,US Dollar Index: 55-DMA at 100.89 to hold the correction lower – Credit Suisse,"The US Dollar Index (DXY) is seeing a corrective recovery after breaking key short-term support at 102.35 to complete a near-term top. Next key support is seen at the 55-day moving average (DMA) at 100.89, which economists at Credit Suisse look to hold. “DXY has broken below 102.35/30, marking a minor top, and given the location that the market has failed at, we believe this warns that a potentially lengthier pause is likely, as well as a deeper correction lower in the short-term.” “Near-term support moves to the 55-DMA at 100.89, which we look to hold to keep the market in a new range and avoid a potentially deeper setback to 100.50/00.”“The medium-term momentum picture remains supportive and we thus stick with our medium-term bullish outlook and look for an eventual move back above 103.82 post a potentially lengthy consolidation, ahead of a move above the recent high at 105.01.”“A sustained break above 105.01 would signal a move to 109.25/110.25 over the longer-term.” ",fxstreet
3,2022-05-25,EUR/USD to struggle to rise much further as ECB rate expectations are priced in – Commerzbank,"EUR/USD trades around the 1.07 level. However, economists at Commerzbank believe that the shared currency is unlikely to rise further as it is difficult to imagine a more hawkish European Central Bank (ECB). “Admittedly it is difficult to imagine a significantly more hawkish ECB at present. There are economic uncertainties and risks in the eurozone too which could cause the ECB to act more cautiously, in particular in case we might see an energy crisis. That is why I think that the euro might be unable to rise much further after the market has already adjusted its rate expectations considerably.“In view of the fact that the ECB now wants to act more decisively against price risks, there is a lot to suggest that the euro might have bottomed at 1.04 in EUR/USD.” ",fxstreet
3,2022-05-25,China says it conducted military exercise around Taiwan to warn US,"“China's military said on Wednesday it recently conducted a military exercise around Taiwan as a ""serious warning"" to interactions between the US and Taiwan,” Reuters reported, citing Chinese state media.China-Russia joint strategic aerial patrol is not targeted at the third party, the military said.Also read: US President Biden: No change to policy of strategic ambiguity on TaiwanThe above headlines have little to no impact on the market, as risk sentiment remains in a better spot heading towards the European open.AUD/USD is consolidating its rebound around 0.7100 while the S&P 500 futures is trading 0.31% higher on the day.",fxstreet
3,2022-05-25,Crude Oil Futures: Extra consolidation on the cards,"CME Group’s flash data for crude oil futures markets noted traders scaled back their open interest positions by just 596 contracts on Tuesday. Volume, instead, went up for the second straight session, now by around 20.3K contracts.Tuesday’s inconclusive price action in WTI was amidst a small decrease in open interest, leaving the door open to the continuation of the directionless trade in the very near term at least. In the meantime, the topside remains dominated by the May highs in the $115.50 region (May 17).",fxstreet
3,2022-05-25,USD/CHF advances towards 0.9650 ahead of FOMC minutes and ZEW Survey,"The USD/CHF pair is displaying a quiet mood by oscillating in a minor range of 0.9606-0.9629 in the early European session. A bullish open drive session has been shown by the asset and is now preparing for an initiative buying action. The pair has rebounded after hitting a low of 0.9587 amid exhaustion in the downtrend.Earlier, the pair remained in a negative trajectory as the US dollar index (DXY) witnessed a steep fall after an improvement in the risk appetite of the market participants. In today’s session, a minor rebound in the DXY has supported the greenback-dominated currencies. The DXY has attracted bets amid uncertainty over the Federal Open Market Committee (FOMC) minutes, which will release in the New York session. Apart from that, the US Durable Goods Orders are on the investor’s radar.  The US Census Bureau is expected to report the monthly Durable Goods Orders at 0.6% against the prior print of 1.1%. Also, the core Durable Goods Orders that don’t include defense goods are expected to land at 0% vs. 1.4% reported earlier.On the Swiss front, investors are eyeing the release of the ZEW Survey- Expectations, which dictates research on the present condition of the business, employment, and other catalysts. A preliminary estimate shows that the ZEW Survey- Expectations could improve to -39.3 against the prior print of -51.6.  ",fxstreet
3,2022-05-25,WTI Price Analysis: Retreats from weekly resistance line around $110.00,"WTI takes a U-turn from the weekly resistance line while consolidating the daily gains around $109.80, up 0.20% intraday heading into Wednesday’s European session. In doing so, the black gold justifies a pullback in the RSI line.However, the 100-HMA and 200-HMA confluence of around $109.00 appears a tough nut to crack for the oil sellers. Also challenging the WTI bears is the immediate ascending trend line on RSI (14), suggesting gradually firming bullish momentum.Also acting as the key downside support is the 61.8% Fibonacci retracement of May 10-17 upside, near $103.30, as well as the $100.00 psychological magnet.Meanwhile, a clear upside break of the weekly resistance line, at $110.50 by the press time, needs validation from $111.30 to challenge the monthly high surrounding $115.50.It’s worth noting that late March’s peak near $116.60 acts as an additional upside filter before directing the WTI crude oil prices towards the yearly high of $129.42.Trend: Further upside expected  ",fxstreet
3,2022-05-25,Gold Price Forecast: XAUUSD points to a brief technical correction before the next uptrend kicks in,"Gold Price has finally yielded a daily closing above the critical 21-Daily Moving Average (DMA) hurdle at $1,855. So, what’s next? XAUUSD bulls await Fed’s May meeting minutes release for the next upside leg, FXStreet’s Dhwanie Mehta reports.“Wednesday's publication of minutes from the Fed's May meeting could show the reluctance of the Fed policymakers for further rate hikes at the September meeting. Also, the Fed members’ discussion around quantitative tightening will be closely eyed.”“After the relentless surge, gold bulls could see a minor pullback from two-week highs, with the immediate support of the 21-DMA likely to be tested. A sustained break below the last could expose the next downside target of $1,850, below which the mildly bullish 200-DMA at $1,839 will challenge the bullish traders.”“If the Fed minutes downplay aggressive rate hike expectations, providing a cautious take amidst hard-landing fears, then the metal could resume its recent uptrend towards the horizontal 100-DMA at $1,886. The next relevant hurdle aligns at the $1,900 threshold.” ",fxstreet
3,2022-05-25,GBP/USD now moved into a range bound theme – UOB,"Cable is now seen within the 1.2430-1.2600 range in the next weeks, noted FX Strategists at UOB Group Lee Sue Ann and Quek Ser Leang.24-hour view: “We held the view yesterday that GBP ‘could move above 1.2600 but is unlikely to break the next major resistance at 1.2640’. GBP subsequently rose to 1.2600, plunged to 1.2475 before rebounding sharply. The choppy price actions have resulted in a mixed outlook and GBP is likely to trade within a range of 1.2480/1.2580 for today.”Next 1-3 weeks: “After GBP rose to 1.2601, we highlighted yesterday (24 May, spot at 1.2575) that while upward momentum has not improved by all that much, GBP could advance towards the major resistance at 1.2640. GBP subsequently tested the 1.2600 level again before plummeting below our ‘strong support’ level at 1.2480 (low of 1.2475). The break of our ‘strong support’ level indicates that the recent upward pressure has eased. Looking ahead, further GBP strength is not ruled out but it has to close above 1.2600 before a sustained advance is likely. In the meanwhile, GBP is likely to consolidate and trade between 1.2430 and 1.2600.”",fxstreet
3,2022-05-25,Gold Futures: Corrective downside in the offing,"Open interest in gold futures markets shrank for yet another session on Tuesday, this time by nearly 10K contracts according to preliminary readings from CME Group. On the other hand, volume increased for the second session in a row, now by almost 27K contracts.Prices of the ounce troy of gold printed new multi-day highs around $1,870 on Tuesday amidst diminishing open interest. That said, further upside now looks out of favour and could spark a corrective move to, initially, the 200-day SMA, today at $1,839.",fxstreet
3,2022-05-25,EUR/USD: Above 1.0750 could retest 1.0800 – UOB,"FX Strategists at UOB Group Lee Sue Ann and Quek Ser Leang suggested that EUR/USD could revisit 1.0800 once 1.0750 is cleared in the next weeks.24-hour view: “We highlighted yesterday that ‘there is scope for the rapid rise in EUR to extend’. We added, ‘the major resistance at 1.0750 is unlikely to come under threat for now’. Our view was not wrong as EUR rose to a high of 1.0748. Faltering upward momentum coupled with overbought conditions suggests that EUR is unlikely to strengthen much further. For today, EUR is more likely to consolidate and trade between 1.0670 and 1.0750.”Next 1-3 weeks: “Yesterday (24 May, spot at 1.0685), we highlighted that the strong boost in momentum suggests EUR could continue to advance. We indicated that the next resistance level of note is at 1.0750. Our view was not wrong as EUR rose to within a couple of pips of 1.0750 (high has been 1.0748). From here, a break of 1.0750 would not be surprising and would shift the focus to 1.0800. That said, overbought shorter-term conditions could lead to a couple of days of consolidation first. On the downside, a break of 1.0640 (‘strong support’ level was at 1.0580 yesterday) would indicate that the risk for further EUR strength has dissipated.”",fxstreet
4,2022-05-25,Japan’s PM Kishida: FX stability is important,"Japanese Prime Minister Fumio Kishida on Wednesday continued underscoring the importance of forex stability, as spoke before the country’s parliament.FX stability important.Rapid FX moves undesirable.Expects BOJ to achieve 2% inflation target stably based on 2013 government-BOJ accord.BOJ is not subsidiary of government.",fxstreet
4,2022-05-25,USD/CAD steadies above 1.2800 as firmer USD battles strong oil ahead of Fed Minutes,"USD/CAD picks up bids from intraday low as buyers defend the previous day’s rebound from a three-week low during early Wednesday morning in Asia. Even so, the Loonie pair remains mostly sidelined while rising to 1.2830 by the press time.The mixed play of the firmer US dollar and upbeat price of Canada’s key export WTI crude oil seems to challenge the USD/CAD traders of late.Talking about the greenback, the US Dollar Index (DXY) rises 0.21% intraday while bouncing off a four-week low to regain the 102.00 threshold. The DXY rebound tracks the US 10-year Treasury yields, bouncing off the monthly low while rising 0.8 basis points (bps) to 2.767%. Underlying the rebound in the yields could be the risk-negative headlines from China and North Korea, as well as the market’s preparations for the US Durable Goods Orders for April, expected 0.6% versus 1.1% prior, as well as the Federal Open Market Committee (FOMC) Minutes.Read: FOMC May Minutes Preview: Will the Fed have to sell MBS?On the other hand, geopolitical fears from North Korea’s missile launches and China’s readiness for a military drill near the border of Taiwan, contradicting the US wish to defend Taipei, seem to help the crude oil prices amid fears of a supply crunch. It should be noted that the previously dominant supply crunch catalysts like the Russia-Ukraine war and China’s covid-led lockdown also help the black gold prices. That said, WTI crude oil prices rise 0.65% to $110.00 at the latest.Looking forward, the Weekly prints of the official inventory data from the US Energy Information Administration (EIA), expected -0.69M versus -3.394M prior, also act as the key catalyst for the USD/CAD prices, in addition to what already mentioned above.USD/CAD remains mildly bid between a one-month-old ascending support line and the 21-DMA, respectively around 1.2770 and 1.2870.  ",fxstreet
