,source,page,date,title,body,tokenized,action,pair,duration
76,fxstreet,1,2022-05-25,EUR/JPY Price Analysis Minor contention comes around 134.00,eur/jpy trades on the defensive for the second session in a row this time breaching the 136.00 yardstick.the continuation of the leg lower should meet an interim support at the 5-day sma at 135.13 ahead of the 134.00 region may 19 low where decent contention is expected to emerge. if cleared then a deeper retracement could see the may low at 132.65 may 12 revisited.in the meantime while above the 200-day sma at 131.28 the outlook for the cross is expected to remain constructive.  ,"['eur/jpy', 'price', 'analysis', 'minor', 'contention', 'come', 'around', '134.00']",bear,eur/jpy,fivemin_counter
77,fxstreet,1,2022-05-25,ECB's Knot Not expecting to discuss balance sheet reduction this year,while speaking in a world economic forum panel on wednesday european central bank ecb governing council member klaas knot said that he was not expecting the ecb to start discussing balance sheet reduction this year per reuters.we’ve been saying that we won’t touch the balance sheet for the foreseeable future or at least well beyond liftoff knot explained. so i don’t expect any discussion on that at least for the remainder of this year and into next year.the shared currency stays on the back foot on wednesday and the eur/usd pair was last seen losing 0.63 on the day at 1.0666.,"['ecb', ""'s"", 'knot', 'expect', 'discuss', 'balance', 'sheet', 'reduction', 'year']",na,[],fivemin_counter
78,fxstreet,1,2022-05-25,ECB's Lane It is appropriate to normalise monetary policy,european central bank ecb chief economist philip lane reiterated on wednesday that it was appropriate to normalise the monetary policy as reported by reuters.eurozone inflation is still moving towards ecb's 2 target in the medium-term.the fact that households are upwardly revising their inflation beliefs is a concern.uncertainty about war and inflation requires a lot of flexibility.it is an important principle that if you ignore the problem you will have to address it later on but we have not ignored the problem.exact speed of subsequent monetary policy moves after q3 will be decided depending on the economy.the eur/usd pair showed no immediate reaction to these comments and was last seen losing 0.6 on a daily basis at 1.0670.,"['ecb', ""'s"", 'lane', 'appropriate', 'normalise', 'monetary', 'policy']",na,[],fivemin_counter
79,fxstreet,1,2022-05-25,NZD/USD Price Analysis Surrenders RBNZ-inspired gains to multi-week high near 38.2 Fibo.,the nzd/usd pair caught aggressive bids near the 0.6420-0.6415 region on wednesday after the reserve bank of new zealand hinted at even higher rates going forward. spot prices rallied around 100 pips from the daily low and shot to a nearly three-week high though bulls struggled to capitalize on the move.the market sentiment remains fragile amid the worsening global economic outlook and recession fears. apart from this a solid us dollar rebound from the monthly low touched overnight kept a lid on any further gains for the risk-sensitive kiwi and attracted some selling near the 0.6515-0.6520 region.from a technical perspective the post-rbnz strong move up faltered just ahead of the 38.2 fibonacci retracement level of the 0.7035-0.6217 downfall. this should now act as a key pivotal point which if cleared will set the stage for an extension of a near two-week-old recovery move from the ytd low.bulls might then aim back to reclaim the 0.6600 round-figure mark and lift the nzd/usd pair further towards the 50 fibo. level around the 0.6625 zone. the next relevant hurdle is pegged near the 0.6655 area 50-day sma ahead of the very important 200-day sma around the 0.6700 round-figure mark.on the flip side the daily swing low around the 0.6420-0.6415 region coincides with 23.6 fibo. level and should protect the immediate downside. a convincing break below will shift the bias in favour of bearish traders and make the nzd/usd pair vulnerable to testing sub-0.6300 levels in the near term.  ,"['nzd/usd', 'price', 'analysis', 'surrender', 'rbnz-inspired', 'gain', 'multi-week', 'high', 'near', '38.2', 'fibo', '.']",bull,nzd/usd,fivemin_counter
80,fxstreet,1,2022-05-25,Gold Price Forecast $1850 could be a tough nut to crack for XAUUSD bears – Confluence Detector,gold price is retreating from two-week highs of $1870 as tensions mount in the lead-up to the minutes of the fed may policy meeting which is likely to provide fresh hints on the central bank’s tightening path. the broad rebound in the us dollar despite a cautious market mood is weighing negatively on the bright metal. although the latest fed commentary which expressed concerns of soft-landing undermines the us treasury yields across the curve. this in turn helps xausud to find a floor for now.also read gold price forecast xauusd bulls await fed minutes for the next upside legthe technical confluences detector shows that the gold price is teasing the $1855 support area which is the convergence of the pivot point one-day s1 and the previous low four-hour.failure to resist above the latter will trigger a fresh drop towards the $1850 cap where the previous day’s low and the previous week’s high coincide.gold sellers will then look out for the $1845 demand zone which is the intersection of the sma5 one-day and pivot point one-month s1.further down the sma200 one-day at $1839 will be put to test.on the upside xau bulls could face initial resistance at around $1862 on buying resurgence. that level is the confluence of the fibonacci 38.2 one-day and sma10 four-hour.      the fibonacci 23.6 one-day at $1865 will then challenge the bearish commitments.the previous day’s high of $1870 and the previous month’s low of $1872 will be next on the buyers’ radars. the tcd technical confluences detector is a tool to locate and point out those price levels where there is a congestion of indicators moving averages fibonacci levels pivot points etc.  if you are a short-term trader you will find entry points for counter-trend strategies and hunt a few points at a time. if you are a medium-to-long-term trader this tool will allow you to know in advance the price levels where a medium-to-long-term trend may stop and rest where to unwind positions or where to increase your position size.,"['gold', 'price', 'forecast', '$', '1850', 'could', 'tough', 'nut', 'crack', 'xauusd', 'bear', '–', 'confluence', 'detector']",na,['usd'],fivemin_counter
81,fxstreet,1,2022-05-25,Silver Price Analysis XAG/USD bears flirt with 50 Fibo./100-hour SMA confluence support,silver extended its steady intraday descent through the first half of the european session and dropped to a fresh daily low around the $21.85 area. the white metal has now eroded a major part of the overnight gains to over a two-week high and was last seen hovering near the 50 fibonacci retracement level of the $23.24-$20.46 downfall.looking at the broader picture the xag/usd for the third straight day failed near the 61.8 fibo. level around the $22.20 region. the said barrier should now act as a pivotal point which if cleared decisively will be seen as a fresh trigger for bullish traders and set the stage for an extension of the recent recovery move from the ytd low.meanwhile oscillators on the daily chart remained in the bearish territory and have just started gaining negative traction on hourly charts. the technical set-up now seems to favour bearish traders though it will be prudent to wait for sustained weakness below the 50 fibo. level before positioning for any further depreciating move.the aforementioned support now coincides with the 100-hour sma below which the xag/usd could fall to the $21.65 intermediate support before dropping to the 38.2 fibo. level around mid-$21.00s. some follow-through selling below the $21.30-$21.25 region will reaffirm the negative bias and expose the 23.6 fibo. level around the $21.15 area.the next relevant support is pegged near the $21.00 round-figure mark below which the xag/usd could slide back to the ytd low around the $20.45 region touched early. the downward trajectory could further get extended towards challenging the key $20.00 psychological mark.on the flip side momentum back above the $22.00 mark might continue to confront stiff resistance near the $22.20 area 61.8 fibo. level. any subsequent move up is more likely to remain capped near the $21.35 region. a convincing breakthrough the said hurdle has the potential to lift spot prices towards the next relevant resistance near the $22.65 zone.  ,"['silver', 'price', 'analysis', 'xag/usd', 'bear', 'flirt', '50', 'fibo./100-hour', 'sma', 'confluence', 'support']",na,[],fivemin_counter
82,fxstreet,1,2022-05-25,Draft Japan government to urge BOJ to meet inflation goal sustainably – Reuters,japan's government is seen calling on the bank of japan boj to strive for achieving its 2 inflation target in a sustainable and stable fashion” reuters reports on wednesday having seen a draft of its long-term policy outline.the government will continue to conduct macro-economic policy flexibly ... with a framework combining bold monetary policy flexible fiscal policy and a growth strategy aimed at fueling private investment.”we hope the boj achieves its 2 inflation target in a sustainable and stable fashion with an eye on economic price and financial developments.”that was a change from the wording of the current policy outline which voices hope that the boj maintains an ultra-easy policy to achieve its 2 inflation target.amid a broad us dollar rebound and a cautious market mood usd/jpy is holding its renewed upside just above 127.00.the pair was last seen trading at 127.07 up 0.21 on the day.,"['draft', 'japan', 'government', 'urge', 'boj', 'meet', 'inflation', 'goal', 'sustainably', '–', 'reuters']",na,[],fivemin_counter
83,fxstreet,1,2022-05-25,USD/CAD steadily climbs back closer to mid-1.2800s ahead of US data/FOMC minutes,following the overnight pullback from a multi-day peak the usd/cad pair attracted fresh buying on wednesday and maintained its bid tone through the first half of the european session. the pair was last seen trading just below mid-1.2800s up nearly 0.20 for the day.the us dollar staged a solid recovery from a fresh monthly low touched the previous day which in turn was seen as a key factor that pushed the usd/cad pair higher for the second straight day. despite signs of stability in the financial markets the worsening global economic outlook extended some support to the safe-haven greenback.apart from this the strong intraday usd move up could further be attributed to some repositioning trade ahead of the fomc meeting minutes due for release later during the us session. given that a 50 bps fed rate hike at the next two meetings is fully priced in investors will look for clues about the possibility of a jumbo rate hike in june.heading into the key event risk the us durable goods orders might provide some impetus during the early north american session. in the meantime the underlying bullish sentiment surrounding crude oil prices could lend some support to the commodity-linked loonie and act as a headwind for the usd/cad pair warranting caution for aggressive bulls.hence it will be prudent to wait for strong follow-through buying beyond the overnight swing high around the 1.2870-1.2875 region before confirming that the usd/cad pair has bottomed out. the subsequent move up could push spot prices to the 1.2900 mark which if cleared decisively would set the stage for a further near-term appreciating move.  ,"['usd/cad', 'steadily', 'climb', 'back', 'closer', 'mid-1.2800s', 'ahead', 'us', 'data/fomc', 'minutes']",bull,usd/cad,fivemin_counter
84,fxstreet,1,2022-05-25,BOE’s Pill More rate hikes are needed but wary of recession,in an interview with the western mail newspaper bank of england boe chief economist huw pill said he believes that more interest rate hikes are needed adding that he is aware that could trigger an economic recession.too much runs the risk that you fall into and get stuck in a deep recession which is very costly and too little you run the risk that inflation gets this self-sustaining momentum and runs away from the target.”i personally think there is more that needs to be done... and we need to go not necessarily to a super restrictive stance but to a stance that takes some of that support away...gbp/usd is unfazed by these above comments keeping its listless trading intact at around 1.2530 as of writing.,"['boe', '’', 'pill', 'rate', 'hike', 'need', 'wary', 'recession']",na,[],fivemin_counter
85,fxstreet,1,2022-05-25,EUR/USD Bears regain control and visit the sub-1.0700 area,sellers seem to be back and force eur/usd to break below the key support at the 1.0700 yardstick on wednesday.after two consecutive daily advances eur/usd now faces some corrective downside and retreats to the sub-1.0700 region amidst the resurgence of the bid bias in the greenback.in the meantime yields on both sides of the ocean keep the consolidative phase well in place as the recent increase in the appetite for riskier assets appear to be taking a breather on wednesday.earlier in the session the german gdp growth rate expanded 3.8 yoy in q1 and the consumer confidence tracked by gfk improved a tad to -26 for the month of june. in france the consumer confidence came in short of expectations in may at 86 from april’s 87.in the na session weekly mortgage applications are due seconded by durable goods orders while the release of the fomc minutes will close the daily calendar later in the day.the sharp rebound in eur/usd surpassed the 1.0700 mark on the back by the strong resurgence of the risk-on mood.despite the pair’s current upside impulse the broader outlook for the single currency remains in the negative territory for the time being. as usual price action in spot should reflect dollar dynamics geopolitical concerns and the fed-ecb divergence.occasional pockets of strength in the single currency however should appear reinforced by speculation the ecb could raise rates at some point in the summer while higher german yields elevated inflation and a decent pace of the economic recovery in the region are also supportive of an improvement in the mood around the euro.key events in the euro area this week germany final q1 gdp gfk consumer confidence ecb lagarde wednesday.eminent issues on the back boiler speculation of the start of the hiking cycle by the ecb as soon as this summer. asymmetric economic recovery post-pandemic in the euro area. impact of the war in ukraine on the region’s growth prospects.so far spot is losing 0.72 at 1.0675 and a breach of 1.0459 low may 18 would target 1.0348 2022 low may 13 en route to 1.0340 2017 low january 3 2017. on the other hand the next up barrier aligns at 1.0748 monthly high may 24 followed by 1.0779 55-day sma and finally 1.0936 weekly high april 21.,"['eur/usd', 'bear', 'regain', 'control', 'visit', 'sub-1.0700', 'area']",na,eur/usd,fivemin_counter
86,fxstreet,2,2022-05-25,ECB's Rehn We will revise lower economic projections next month,european central bank ecb policymaker olli rehn said wednesday “we will revise lower economic projections next month.”he added that “the upside risks to inflation have increased.”his comments come after the central bank warned its financial stability review that an abrupt increase in real interest rates could induce corrections in the real estate market.eur/usd is on a corrective decline below 1.0700 currently trading at 1.0677 down 0.55 so far.,"['ecb', ""'s"", 'rehn', 'revise', 'lower', 'economic', 'projections', 'next', 'month']",bear,[],fivemin_counter
87,fxstreet,2,2022-05-25,ECB Abrupt increase in rates could induce house price corrections in eurozone,the european central bank ecb said in its financial stability review on wednesday that an abrupt increase in real interest rates could induce corrections in the real estate market per reuters.an abrupt increase in real interest rates could induce house price corrections in the near term with the current low level of interest rates making substantial house price reversals more likely the ecb explained. further corrections in financial markets could be triggered by escalation of war even weaker global growth or if monetary policy needs to adjust faster than expected.eur/usd extended its downward correction on the ecb's publication and was last seen losing 0.6 on the day at 1.0670.,"['ecb', 'abrupt', 'increase', 'rat', 'could', 'induce', 'house', 'price', 'corrections', 'eurozone']",na,['eur'],fivemin_counter
88,fxstreet,2,2022-05-25,GBP/USD sticks to modest gains near mid-1.2500s upside potential seems limited,the gbp/usd pair built on the previous day's late bounce from the 1.2470 region and gained some follow-through traction on wednesday. the pair held on to its modest intraday gains through the early european session and was last seen trading near the daily high around mid-1.2500s.some cross-driven strength stemming from a dramatic turnaround in the eur/gbp cross turned out to be a key factor that extended some support to the gbp/usd pair. apart from this the uptick lacked any obvious fundamental catalyst and runs the risk of fizzling out rather quickly amid diminishing odds for any further interest rate hikes by the bank of england.the flash uk pmis released on tuesday showed a sharp deceleration in growth during may and reinforced the boe's gloomy outlook warning that britain is on course to enter a technical recession. this in turn suggested that the current rate hike cycle could be nearing a pause which along with the uk-eu impasse should hold back the gbp bulls from placing aggressive bets.on the other hand the us dollar made a solid comeback and reversed a major part of the overnight slide to a one-month low. this might further contribute to keeping a lid on any meaningful gains for the gbp/usd pair. the fundamental backdrop seems tilted firmly in favour of bearish traders and suggests that any subsequent move up might still be seen as a selling opportunity.there isn't any major market-moving data due for release from the uk while the us economic docket features durable goods orders. the focus however will remain glued to the fomc monetary policy meeting minutes due for release later during the us session. investors will look for cues about the possibility of a jumbo 75 bps rate hike in june which will play a key role in influencing the near-term usd price dynamics and provide a fresh impetus to the gbp/usd pair.  ,"['gbp/usd', 'stick', 'modest', 'gain', 'near', 'mid-1.2500s', 'upside', 'potential', 'seem', 'limit']",bull,gbp/usd,fivemin_counter
89,fxstreet,2,2022-05-25,EUR/USD Rally unlikely to extend towards the 1.08-1.09 area – ING,eur/usd broke the 1.07 mark on tuesday. however a move to 1.08-1.09 in is not the base case of economists at ing.“now it appears most of the positives are in the price especially considering that markets are already pricing in 100 bps of ecb tightening by year-end and we think a consolidation looks more likely than an extension of the rally to the 1.08-1.09 region.”“the eurozone calendar doesn’t include market-moving data releases today but there is a long line of scheduled ecb speakers to keep an eye on christine lagarde and klaas knot in davos robert holtzmann pablo hernández de cos and philip lane elsewhere.” ,"['eur/usd', 'rally', 'unlikely', 'extend', 'towards', '1.08-1.09', 'area', '–', 'ing']",na,eur/usd,fivemin_counter
90,fxstreet,2,2022-05-25,Silver Price Analysis XAG/USD sees a minor countermove after marking a change of trend lower – Credit Suisse,silver has completed a large and significant top. however the precious metal is now seeing a minor short-term countermove economists at credit suisse report.“silver is seeing a minor countermove after having removed long-term price support at $21.68/42 previously which we believe completed a large and significant top to mark an important change of trend lower.”“support is seen at $19.65 initially then $18.95/40 which we look to hold at first for a consolidation phase.” “only above the 200-day average currently at $23.56 would stabilize the precious metal more meaningfully which is not our base case.” ,"['silver', 'price', 'analysis', 'xag/usd', 'see', 'minor', 'countermove', 'mark', 'change', 'trend', 'lower', '–', 'credit', 'suisse']",bear,[],fivemin_counter
91,fxstreet,2,2022-05-25,NZD/USD RBNZ will deliver two more half-point hikes fueling a return to 0.70 – ING,the reserve bank of new zealand rbnz hiked rates by another 50bp to 2.0 today but delivered a substantial hawkish surprise with its updated rate projections. however that is a story for the long run and economists at ing expect nzd/usd to climb towards 0.70 by end-2022“the rbnz signalled a terminal rate around 4.0 in 2023 following a 50bp hike today.”“the bank now forecasts the policy rate at 3.25-3.50 by year-end and around 200bp of total tightening by the end of 2023 – therefore signalling a terminal rate around 4.0. we suspect the rate projections may be too hawkish but this is a story for the long run for now 50bp hikes should keep the nzd on track for a return to 0.70 by year-end.”“the short-term outlook for nzd and its ability to consolidate above 0.65 remains strictly tied to swings in global risk sentiment and the chinese economic outlook which remains a major source of uncertainty.”,"['nzd/usd', 'rbnz', 'deliver', 'two', 'half-point', 'hike', 'fuel', 'return', '0.70', '–', 'ing']",na,nzd/usd,fivemin_counter
92,fxstreet,2,2022-05-25,Forex Today Dollar stays resilient ahead of key US data FOMC Minutes,here is what you need to know on wednesday may 25pressured by the falling us treasury bond yields the greenback continued to weaken against its rivals on tuesday. the risk-averse market environment however helped the us dollar index limit its losses. the dollar stays resilient against its major rivals early wednesday ahead of april durable goods orders data from the us. later in the day the fomc will release the minutes of its may policy meeting. the european central bank ecb will publish the eu financial stability review as well. fomc may minutes preview will the fed have to sell mbs?escalating geopolitical tensions between china and the us cause investors to stay away from risk-sensitive assets. chinese state media said on wednesday that it recently conducted a military exercise around taiwan as a serious warning to interactions between the us and taiwan. meanwhile bloomberg reported on wednesday that the port city of tianjin located near beijing locked down a district at the center amid a spike in the number of confirmed coronavirus infections.us stock index futures trade flat in the early european session and the benchmark 10-year us treasury bond yield is unchanged on a daily basis at around 2.75.during the asian trading hours the reserve bank of new zealand rbnz hiked its policy rate by 50 basis points to 2 as expected. commenting on the policy outlook rbnz governor adrian orr said that they were confident households can withstand higher rates and added that they might need to lift the policy rate above the neutral rate which is estimated to be around 2-3. nzd/usd gained traction on the rbnz's hawkish tone and climbed above 0.6500 for the first time in three weeks.eur/usd touched a fresh monthly high of 1.0750 on tuesday after ecb president christine lagarde said that rates could move into positive territory by the end of the third quarter. the pair stays on the back foot early wednesday and trades below 1.0700. ecb president lagarde will be delivering a speech at the world economic forum.gbp/usd snapped a three-day winning streak on tuesday. the disappointing pmi data from the uk revived fears over a recession in the uk and made it difficult for the british pound to find demand. the pair stays relatively quiet near mid-1.2500s in the european morning.gold took advantage of falling us t-bond yields and posted daily gains for the fifth straight trading day before going into a consolidation phase near $1860. bitcoin continues to move up and down in a horizontal channel near $30000. ethereum struggles to find direction and extends its sideways grind slightly below $2000.,"['forex', 'today', 'dollar', 'stay', 'resilient', 'ahead', 'key', 'us', 'data', 'fomc', 'minutes']",bull,['usd'],fivemin_counter
93,fxstreet,2,2022-05-25,AUD/USD Price Analysis Bulls have the upper hand above 100-hour SMA/ascending channel confluence,the aud/usd pair edged higher on wednesday and might now be looking to build on the overnight rebound from the vicinity of the mid-0.7000s support zone.the australian dollar drew support from the reserve bank of australia's hawkish signal that a bigger interest rate hike is still possible in june amid the upside risks to inflation. adding to this a modest bounce in the global risk sentiment further benefitted the risk sensitive aussie though the emergence of some us dollar buying capped gains ahead of the fomc minutes.from a technical perspective the recent strong recovery from the ytd low has been along an upward sloping channel which points to a well-established short-term bullish trend. the lower boundary of the said trend channel coincides with the 100-hour sma and should act as a pivotal point. this is closely followed by the 23.6 fibonacci retracement of the 0.6829-0.7128 rally.a convincing break below the latter will be seen as a fresh trigger for bearish traders and prompt aggressive technical selling. the aud/usd pair might then accelerate the downfall towards the 38.2 fibo. level around the 0.7015 region. the bearish trend could further get extended towards the 0.7000 psychological mark en-route the 50 fibo. level near the 0.6980 area.on the flip side momentum beyond the weekly high around the 0.7125 region has the potential to lift spot prices to the ascending channel resistance around the 0.7175-0.7180 zone. some follow-through buying would mark a fresh bullish breakout and pave the way for a move beyond the 0.7200 round figure towards testing the 200-day sma currently around the 0.7260-0.7265 area.  ,"['aud/usd', 'price', 'analysis', 'bull', 'upper', 'hand', '100-hour', 'sma/ascending', 'channel', 'confluence']",na,aud/usd,fivemin_counter
94,fxstreet,2,2022-05-25,USD/CNH A drop to 6.6300 should not be ruled out – UOB,usd/cnh remains under pressure and cold extend the decline to 6.6300 in the next weeks commented fx strategists at uob group lee sue ann and quek ser leang.24-hour view “yesterday we expected usd to ‘trade sideways within a range of 6.6550/6.6950’. our view for sideway-trading was not wrong even though usd traded within a narrower range than expected 6.6563/6.6910. further sideway-trading appears likely but in view of the slightly softened underlying tone usd is likely to trade within a lower range 6.6480/6.6880.”next 1-3 weeks “there is not much to add to our update from yesterday 24 may spot at 6.6685. as highlighted further usd weakness is not ruled out but deeply oversold shorter-term conditions could lead to a few days of consolidation first. all in as long as 6.7100 strong resistance level was at 6.7300 yesterday is not breached there is room for usd to weaken further to the next support at 6.6300.”,"['usd/cnh', 'drop', '6.6300', 'rule', '–', 'uob']",bear,[],fivemin_counter
95,fxstreet,2,2022-05-25,US Dollar Index breathes some air and approaches 102.00 ahead of FOMC,the greenback in terms of the us dollar index dxy regains some composure and looks to retake the 102.00 region on wednesday.the index posts decent gains early in the european morning following two consecutive daily retracements although it keeps the bearish note unchanged after being rejected from 19-year tops around 105.00 earlier in the month.in the meantime us yields extend the side-lined theme although with a small and quite relentless decline from tops witnessed earlier in the month.the sharp sell-off in the us dollar seen in the last couple of weeks came on the back of the strong re-emergence of the appetite for the riskier assets despite persistent hawkish messages from fed’s rate-setters almost all of them pointing to a 50 bps hike of the fed funds target range in the next two fomc events.later in the na session mba mortgage applications are due in the first turn seconded by april’s durable goods orders all ahead of the key publication of the fomc minutes of the may gathering.the dollar manages to regain the smile and bounce off 4-week lows in the sub-102.00 region so far this week.in the meantime and supporting the buck appears investors’ expectations of a tighter rate path by the federal reserve and its correlation to yields the current elevated inflation narrative and the solid health of the labour market.on the negatives for the greenback turn up the incipient speculation of a “hard landing” of the us economy as a result of the fed’s more aggressive normalization.key events in the us this week mba mortgage applications durable goods orders fomc minutes wednesday – flash q1 gdp initial claims pending home sales thursday – core pce personal income/spending final consumer sentiment friday.eminent issues on the back boiler speculation of a “hard landing” of the us economy. escalating geopolitical effervescence vs. russia and china. fed’s more aggressive rate path this year and 2023. us-china trade conflict. future of biden’s build back better plan.now the index is gaining 0.30 at 102.07 and a break above 105.00 2022 high may 13 would open the door to 105.63 high december 11 2002 and finally 106.00 round level. on the other hand the next contention emerges at 101.64 monthly low may 24 followed by 100.96 55-day sma and then 99.81 weekly low april 21.,"['us', 'dollar', 'index', 'breathe', 'air', 'approach', '102.00', 'ahead', 'fomc']",na,['usd'],fivemin_counter
96,fxstreet,2,2022-05-25,ECB’s Panetta We should normalise our monetary policy gradually,commenting on the monetary policy european central bank ecb executive board member fabio panetta said wednesday “we should normalize our monetary policy gradually.”the inflation path is starting from a much higher point but the medium-term inflation outlook is characterized by high uncertainty.we should normalize our monetary policy and choose a mix of instruments that is.addressing fragmentation risks is central to the normal conduct of monetary policy in the euro area.normal does not mean neutral.we should avoid the risk of a “normalization tantrum”.natural rate of interest has declined significantly.normal does not mean conventional.eur/usd was last seen trading at 1.06484 down 0.43 on the day as the us dollar bounces ahead of the fed minutes.,"['ecb', '’', 'panetta', 'normalise', 'monetary', 'policy', 'gradually']",na,[],fivemin_counter
97,fxstreet,2,2022-05-25,Gold Price Forecast XAUUSD retreats from two-week high amid modest USD strength,gold witnessed some selling on wednesday and snapped a five-day winning streak to over a two-week high around the $1870 area set the previous day. the xauusd extended its steady intraday descent through the early european session and touched a fresh daily low near the $1856 region in the last hour. the us dollar made a solid comeback and reversed a major part of the overnight losses to a one-month low. this in turn was seen as a key factor that undermined the dollar-denominated commodity. apart from this a goodish recovery in the us equity futures exerted additional downward pressure on the safe-haven precious metal.the downside however seems limited at least for the time being amid the worsening global economic outlook. investors remain worried that a more aggressive move by major central banks to constrain inflation could pose challenges to global economic growth. adding to this the russia-ukraine war and the latest covid-19 outbreak in china have been fueling recession fears. this along with the idea that the fed could pause the rate hike cycle later this year and a softer tone surrounding the us treasury bond yields could act as a tailwind for the non-yielding gold. hence the focus remains on the fomc meeting minutes.given that a 50 bps fed rate hike move at the next two meetings is fully priced in market participants will look for clues about the possibility of a jumbo hike in june. this will play a key role in influencing the near-term usd price dynamics and provide a fresh directional impetus to gold. heading into the key event risk the us durable goods orders data could drive the greenback later during the early north american session. apart from this the us bond yields and the broader risk sentiment could produce short-term trading opportunities.  ,"['gold', 'price', 'forecast', 'xauusd', 'retreat', 'two-week', 'high', 'amid', 'modest', 'usd', 'strength']",bull,['usd'],fivemin_counter
98,fxstreet,2,2022-05-25,USD/CNY Weakness is seen as corrective rise towards 6.8475 expected – Credit Suisse,usd/cny is correcting lower from just ahead of 6.8475/94. however economists at credit suisse expect the pair to resume its uptrend in due course.“usd/cny points toward a temporary correction and we thus expect that further downside is likely to take place in the near-term. however with key moving averages still rising we expect support at 6.5791/5440 to hold to keep the risks higher in the medium term and still anticipate a move to 6.8475 in due course.”“a fall below the 50 retracement of the march/may surge at 6.5794/6.5440 would seriously question our medium-term bullish outlook and open the door to the late april low and the 61.8 retracement at 6.5117/6.4967.” ,"['usd/cny', 'weakness', 'see', 'corrective', 'rise', 'towards', '6.8475', 'expect', '–', 'credit', 'suisse']",bull,[],fivemin_counter
99,fxstreet,2,2022-05-25,GBP/USD Solid ceiling to be found at the 55-DMA at 1.2830 for a move back lower – Credit Suisse,gbp/usd has seen a sharp recovery. however the pair is likely to remain capped below its 55-day moving average dma at 1.2830 for a move back lower economists at credit suisse report.“although we see scope for the consolidation to extend further and potentially reach the 55-dma at 1.2830 we expect a more solid ceiling to be found here for a move back lower and an eventual resumption of the core downtrend.” “support is seen at the recent low at 1.2154 with a break below here triggering an eventual move to the 78.6 retracement of the 2020/21 uptrend and may 2020 low at 1.2073/13.” ,"['gbp/usd', 'solid', 'ceiling', 'find', '55-dma', '1.2830', 'move', 'back', 'lower', '–', 'credit', 'suisse']",bear,gbp/usd,fivemin_counter
100,fxstreet,2,2022-05-25,NZD/USD Price Analysis 200-EMA probes RBNZ-inspired gains below 0.6500,nzd/usd bulls take a breather around the three-week top paring post-rbnz gains near the 0.6500 threshold during early wednesday in europe.the kiwi pair jumped towards the monthly high after the reserve bank of new zealand rbnz unveiled a 0.50 rate hike matching market forecasts.read rbnz’s orr confident households can withstand higher rateshowever the 200-ema around 0.0.6505 seems to restrict the quote’s latest upside amid the overbought rsi conditions.also acting as an upside filter is the stated channel’s upper line surrounding 0.6545 as well as the monthly high of 0.6568.alternatively pullback moves may aim for the mid-0.6400s ahead of confronting the 0.6410-15 support confluence including the aforementioned channel’s lower line 100-ema and 23.6 fibonacci retracement of the april-may downside.if at all nzd/usd drops below 0.6440 the odds of its south-run towards the monthly low near 0.6215 can’t be ruled out.to sum up nzd/usd prices remain in the recovery mode but the recent run-up needs consolidation.trend pullback expected  ,"['nzd/usd', 'price', 'analysis', '200-ema', 'probe', 'rbnz-inspired', 'gain', '0.6500']",bull,nzd/usd,fivemin_counter
101,fxstreet,2,2022-05-25,USD/JPY risks a drop to 125.60 near term – UOB,according to fx strategists at uob group lee sue ann and quek ser leang further downside in usd/jpy could reach the 125.60 region in the next weeks.24-hour view “the sharp drop in usd to 126.35 and the subsequent bounce from the low came as a surprise we were expecting sideway-trading. the rapid drop appears to be overdone and usd is unlikely to weaken further. for today we expect usd to consolidate and trade between 126.40 and 127.40.”next 1-3 weeks “our latest narrative was from monday 23 may spot at 127.90 where there is room for usd to retest the 127.00 level. we added ‘a breach of this level is not ruled out but at this stage but any further decline is expected to face solid support at 126.50’. usd cracked 127.00 yesterday and plummeted to 126.35 before rebounding. while oversold the decline has room to extend to 126.00 possibly 125.60. overall only a break of 127.90 ‘strong resistance’ level was at 128.55 yesterday would indicate that weakness in usd that started about two weeks ago has run its course.”,"['usd/jpy', 'risk', 'drop', '125.60', 'near', 'term', '–', 'uob']",bear,usd/jpy,fivemin_counter
102,fxstreet,2,2022-05-25,EUR/CHF to trade close to the 1.02/1.03 area in the months ahead – Rabobank,the better tone in the euro has allowed eur/chf to move higher in recent sessions. economists at rabobank expect the pair to hover around the 1.02/03 region as the european central bank ecb will be unable to hike rates amid a european oil embargo on russia.“under the cover of ecb rate hikes the snb may be able to execute a little bout of policy tightening of its own to pull its key rate back towards zero without creating too many waves for the eur/chf exchange rate. that said while currency strength was a problem for the snb when inflationary pressure was low it is unlikely to be viewed in the same way in the current environment.” “we think that there will be an eu oil embargo on russia. this could make a recession unavoidable for the eurozone and make the window of opportunity for ecb rate hikes very limited. in this scenario safe-haven demand would likely keep eur/chf close to the 1.02/1.03 area in the months ahead.”  ,"['eur/chf', 'trade', 'close', '1.02/1.03', 'area', 'months', 'ahead', '–', 'rabobank']",na,eur/chf,fivemin_counter
